country,year,diff_gdp_t,diff_gdp_t1,gdp_iv,trade_diff,trade_iv
Cote d'Ivoire,2010,-0.010900792333275256,-0.008270524320835904,7.854348847287113,-0.01655705219999959,69.94011961155654
Cote d'Ivoire,2019,0.030652015264721656,-0.010900792333275256,8.567032257866718,-0.3774943458000003,59.356988728
Croatia,2010,0.02981541928797693,-0.009391205404451241,,1.263616105700001,
Croatia,2019,0.020188502791371653,0.02981541928797693,10.060478286731188,0.7774606231000007,67.19815889399999
Cuba,2010,,,8.190560677828161,-0.37597571709999966,76.06467020362314
Cuba,2019,,,,0.16313277839999998,37.301071932
Curacao,2010,-0.003870749987485844,,,,
Curacao,2019,-0.014115514348236501,-0.003870749987485844,,0.9642422240000001,
Cyprus,2010,0.015320909875565647,0.02666692771914505,9.2749887808747,-0.255899334599998,108.48321286536756
Cyprus,2019,0.007660278175596247,0.015320909875565647,10.227980962564983,1.3646602660000013,119.51991920599998
Czech Republic,2010,0.028412922655840767,0.005264988305754947,,3.2797452633000006,63.0512785845125
Czech Republic,2019,0.020020851207750566,0.028412922655840767,10.237031846914858,3.347089693200002,78.183395725
DR Congo,2010,0.016545931943019187,-0.089587429849625,6.952918723958246,0.018248934966667463,
DR Congo,2019,0.018601900394664916,0.016545931943019187,7.784876920370538,2.133673602799999,48.77474643333333
Denmark,2010,0.0038669823506934263,0.022585687035175717,10.365519390951189,2.055560667500001,67.85517442642966
Denmark,2019,0.010913610251785322,0.0038669823506934263,10.740745354073299,1.4413102385000003,68.940380483
Djibouti,2010,,,,,
Djibouti,2019,,,,,
Dominican Republic,2010,0.03179572388988152,0.039675964104130476,7.9150413260812496,-0.7783891865000001,55.790282088694134
Dominican Republic,2019,0.0359402406021184,0.03179572388988152,8.89942061048927,-1.3887166640000004,76.090283263
Ecuador,2010,0.023929316622561102,0.0008556058497047658,8.265953147387465,1.6406266943999994,36.38330713058558
Ecuador,2019,0.017311079762024662,0.023929316622561102,9.116558783061295,-0.5760212312,44.928758032000005
Egypt,2010,0.02740764186695426,0.022047729935946593,7.266409020990707,0.38743604089999906,54.07963357418303
Egypt,2019,0.013499725335296909,0.02740764186695426,8.988024157949077,-1.3544145963999994,50.28544981
El Salvador,2010,0.01364911313761219,0.023319006536846664,7.922039178747413,1.5128603736000001,50.842553102862595
El Salvador,2019,0.019811553505112656,0.01364911313761219,8.695509676105493,0.5830900330999995,55.478272785
Equatorial Guinea,2010,0.10512347727815907,0.2349497713291485,6.126014796396325,,
Equatorial Guinea,2019,-0.060169417291361604,0.10512347727815907,7.0235965853684705,-1.8965725567999996,
Eritrea,2010,,,,-4.41753374825,
Eritrea,2019,,,,-1.3124621804999996,99.7325870775
Estonia,2010,0.03817203286921096,0.006882436125471436,,-1.4579767724285717,
Estonia,2019,0.033933153366989724,0.03817203286921096,9.860748532111995,2.378815812000002,143.4771989142857
Ethiopia,2010,0.053333259907963095,-0.007610879910195401,5.677279372646841,,
Ethiopia,2019,0.056822014484660864,0.053333259907963095,6.773477249064777,,
Finland,2010,0.013983188256919377,0.01908807427146684,10.083517333998747,1.5963049964000007,53.9001607089795
Finland,2019,0.005237414869575829,0.013983188256919377,10.56635897579366,0.13710800829999953,59.170975569999996
France,2010,0.006752372029370868,0.01722556894988241,10.045461203597055,0.9596403514000003,45.758686399074236
France,2019,0.008424114551571726,0.006752372029370868,10.562454323922564,0.6896114658999999,46.341999664
Gabon,2010,-0.015868355271133793,-0.009513703922448435,9.125057696523859,-0.4121433869000001,95.08255555212664
Gabon,2019,0.005055156006937267,-0.015868355271133793,10.080998000316415,-0.5663390301999996,90.361904599
Gambia,2010,0.00604232689254518,0.00018201915407667357,6.5252414087120805,-1.3513174028000008,110.88734301292929
Gambia,2019,-0.0026330067617667654,0.00604232689254518,7.883741415766741,-0.13025500329999956,64.241039721
Georgia,2010,0.0682738261890881,-0.08169855990040772,8.281183563666872,-0.3333732229000006,86.05189789242442
Georgia,2019,0.04763962990973365,0.0682738261890881,9.466306862726313,1.8698925872999994,81.417154038
Germany,2010,0.009303365894363758,0.01650423018170457,10.085386567784639,2.0033862221,44.050334216955044
Germany,2019,0.013816987145690263,0.009303365894363758,10.652250424551553,1.1974322668,45.541829922
Ghana,2010,0.03009421841672797,0.017768796109171613,6.7929929818377515,2.624599426299999,27.022110851746728
Ghana,2019,0.036995109410796444,0.03009421841672797,7.932244108248393,-1.505277174599999,62.723491978000006
Greece,2010,0.017973698960781624,0.015364980146012997,9.632137674323634,1.3454383213999996,40.88340287096974
Greece,2019,-0.011449176284885353,0.017973698960781624,10.200487795178534,1.354253029000001,38.866863146
Greenland,2010,0.031844935629963975,0.016527763007827722,10.203789383566884,,
Greenland,2019,0.010241688365165657,0.031844935629963975,10.548955124893519,0.2732834878285715,
Guatemala,2010,0.011354907586744645,0.014392847579019551,8.097737913312983,2.1705265642000002,35.852891834060244
Guatemala,2019,0.015448701989062208,0.011354907586744645,8.935209684569296,-1.1460885473000004,43.432039288
Guinea,2010,0.00955854115285586,0.011326537255848469,6.244313488445076,1.5923587414999993,41.81448956142073
Guinea,2019,0.03155262668373897,0.00955854115285586,7.652425692616707,3.4929643442,34.777494080000004
Guinea-Bissau,2010,0.009164320211949573,0.00033752663312531795,6.019148269818821,-0.4262388375,52.184811564924146
Guinea-Bissau,2019,0.01208409931606349,0.009164320211949573,7.584756860001019,0.428890002,49.337001346
Guyana,2010,0.02567425157559864,0.045838379234849215,8.085693947579305,-1.6744220636666654,132.61982457025962
Guyana,2019,0.02560947051326288,0.02567425157559864,8.531969698907245,,214.62888386999998
Haiti,2010,-0.0019027984421501997,-0.0192102310227261,7.671589662160128,-0.6589274430000003,45.2521153154384
Haiti,2019,0.005667970050127558,-0.0019027984421501997,8.283753127737453,1.0077814571999995,39.208045349
Honduras,2010,0.01640401085274785,0.13628514419572896,5.762105552115039,1.6520011919000013,75.00014042600331
Honduras,2019,0.014915063364777836,0.01640401085274785,7.0665350616753315,-1.5535644918000002,108.41888067299999
Hong Kong,2010,0.03465912144180816,0.023196930759115376,9.437725007262204,8.069036210000004,201.07062558676864
Hong Kong,2019,0.014866558279677377,0.03465912144180816,10.360873031711492,8.414579704,234.59932396999997
Hungary,2010,0.022871382414489893,0.0037821911347776906,8.919702660097157,5.853317145444447,
Hungary,2019,0.03035676157662941,0.022871382414489893,9.966321526758676,2.7909032679999997,77.81032985555555
Iceland,2010,0.013042318345374148,0.015305625193243699,10.367128134287556,0.9649956457999991,67.82231752502192
Iceland,2019,0.01425861140137279,0.013042318345374148,10.653403157330516,1.8737475034000013,64.590288516
India,2010,0.048998299790271996,0.034135490814266145,5.976813340223971,1.7696443681999998,13.96242773064072
India,2019,0.04494398108524322,0.048998299790271996,7.697642089468329,0.8615679567000001,20.658816284
Indonesia,2010,0.03791042557562463,0.021739178402004455,6.96771312740259,0.04328522349999986,49.37344506334446
Indonesia,2019,0.03659248363523275,0.03791042557562463,8.491476083414613,-1.5063686822999998,58.890664512
Iran,2010,0.03008485939491514,0.01871359982205245,8.241005945415779,1.0493120419999997,29.938656221567953
Iran,2019,-0.005816551245370683,0.03008485939491514,9.175334883841984,-0.3220241981999997,37.645140328000004
Iraq,2010,-0.007224666932814117,0.01682541904518651,7.980816969572883,6.872995702759999,58.57655514901383
Iraq,2019,0.023252150215090417,-0.007224666932814117,9.281273476925596,-4.111535079900001,39.8276666784
Ireland,2010,0.009812779540030014,0.05966731255498044,9.736357759114885,2.9286792329999995,102.87576509830642
Ireland,2019,0.048713310537767285,0.009812779540030014,10.294029598920508,5.626284396000003,129.89906979
Israel,2010,0.012544608459212547,0.027261067901204507,9.83072978107135,1.2240910045999995,68.8611968803732
Israel,2019,0.01670491025275993,0.012544608459212547,10.139952862671704,-0.9206455723999994,58.805662557000005
Italy,2010,-0.0021108061926346624,0.016588114451993086,9.994329896904684,0.9220626551000002,39.657422752051495
Italy,2019,0.0007857900868399881,-0.0021108061926346624,10.660940676642698,0.5742824615000004,40.529302523
Japan,2010,0.004697164255233766,0.01006119396442351,9.869639865487992,0.7493894173000001,22.200425647384574
Japan,2019,0.00899798590598717,0.004697164255233766,10.470856605511111,0.8141963763,17.720318688
Jordan,2010,0.03034142830226525,0.006344030617647789,8.361388817917394,0.1461997580000002,119.55385039960366
Jordan,2019,-0.016488248285672212,0.03034142830226525,8.93456316510212,-2.5239487407,125.7077156
Kazakhstan,2010,0.07124069170956471,-0.026361623302533842,,0.6677680415750004,
Kazakhstan,2019,0.023309315834124433,0.07124069170956471,9.731375149533438,-2.8195872810000013,86.51147097625
Kenya,2010,0.011430079158219896,-0.010618570264806237,7.150923156383024,-0.3470682323999995,56.356471178555445
Kenya,2019,0.020537917220584668,0.011430079158219896,8.337464917076767,-1.2375475811,58.987857571999996
Kiribati,2010,-0.015758271204729814,0.011423591656748578,7.458376421960012,-0.03504782129999882,119.8582321067611
Kiribati,2019,0.032289718560613426,-0.015758271204729814,7.702348422325618,-0.6311612748000016,104.624827905
Korea,2010,0.04046520718730164,0.06078303432375272,9.573446466065684,1.712469537936363,57.25708527541778
Korea,2019,0.022965799132672514,0.04046520718730164,9.573446466065684,1.4737897644000015,51.83362273363636
Kosovo,2010,,,,,
Kosovo,2019,0.040194365029590354,,,0.3095996771000003,
Kuwait,2010,0.003838715574634932,0.04422115640231219,10.293763046436386,-0.9838701128000011,100.75417997417325
Kuwait,2019,-0.020317793373794045,0.003838715574634932,10.569596048586115,0.9623807999999997,98.41166123100001
Kyrgyzstan,2010,0.029286219711129748,-0.05160191226972284,,2.3645218930999987,78.7383177570093
Kyrgyzstan,2019,0.02218306575893081,0.029286219711129748,8.715335780709276,1.2272533053000003,81.977250831
Lao PDR,2010,0.05342279095156144,0.03684789648721028,,1.309951695600001,25.691623871081543
Lao PDR,2019,0.04902064002901572,0.05342279095156144,7.60364893153269,1.835145063857142,58.939497794
Latvia,2010,0.05051496934550333,-0.018482231371022805,,0.6940222031000005,
Latvia,2019,0.03782486141624588,0.05051496934550333,9.770458109342481,3.2620170493000002,86.987439086
Lebanon,2010,0.04073736593400508,0.0772307930852211,,0.3192364851999983,113.9154483357465
Lebanon,2019,-0.010485695604241663,0.04073736593400508,8.584012627475968,0.10428294200000181,74.867789271
Lesotho,2010,0.03164420455349655,0.030646726664266932,6.131664691898257,,133.69557476097998
Lesotho,2019,0.004495351925836655,0.03164420455349655,7.25992549013044,-2.097789594333335,
Libya,2010,0.017379104637191212,-0.002116220136457869,9.856948746769012,3.2403033942,70.797800855223
Libya,2019,-0.038715129831235554,0.017379104637191212,9.805135032303829,-1.2574539463999996,53.222041841
Lithuania,2010,0.053346128878152224,-0.026642241377342658,,1.8741764664000016,
Lithuania,2019,0.04709872633498104,0.053346128878152224,9.932377575369326,3.8187561033999984,88.191578302
Luxembourg,2010,0.014105040697467253,0.033744329132524696,10.662079226343236,7.572863252000002,185.52890877797225
Luxembourg,2019,0.0009787394146552942,0.014105040697467253,11.307751641752581,6.087649138999995,199.9973888
Macao,2010,0.08480923058235348,0.0012471760402432252,,0.014401056999997764,200.3736601677541
Macao,2019,0.0020405636626033897,0.08480923058235348,10.920541646009372,-1.9997054669999996,138.44182897000002
Madagascar,2010,-0.003968412331118998,-0.014567936881456234,6.529565819812493,1.6739712268000004,26.043956577979067
Madagascar,2019,0.004343174881055134,-0.003968412331118998,7.584911481651804,0.6168338544,37.410751362
Malawi,2010,0.019375688981847272,0.01682483812756246,6.071926820182339,,
Malawi,2019,0.011474574173521556,0.019375688981847272,6.954127631169865,,
Malaysia,2010,0.02292473029379405,0.04335006414227553,8.075983112271834,1.8455690359999977,116.1687337253281
Malaysia,2019,0.029483899279956028,0.02292473029379405,9.393802690354152,-5.792087755,178.12647422
Maldives,2010,0.019701821149331344,0.04290014819180641,7.62318041533598,,
Maldives,2019,0.02672482850116591,0.019701821149331344,9.098939962493807,,
Mali,2010,0.01849851494642385,0.014601695097833645,6.502948837235177,0.6433420599000002,38.89448539233535
Mali,2019,0.010242711542212124,0.01849851494642385,7.544597750016415,0.4222377808999994,40.192569639
Malta,2010,0.01889260084317588,0.053431401855278796,8.946338482178994,0.1820301900000004,148.20257544431274
Malta,2019,0.03525806954861377,0.01889260084317588,9.80958380179662,3.3494462279999992,167.98319767
Marshall Islands,2010,0.012380099137543787,-0.0034745222697535995,7.805881140164061,0.8948515659999969,
Marshall Islands,2019,0.04056271801389251,0.012380099137543787,8.27016307637322,2.440548261000001,109.52469178000001
Mauritania,2010,0.011263728856813416,-0.009714922093648859,7.387750267515712,1.4811857895000002,86.93114462286502
Mauritania,2019,0.00946402175277079,0.011263728856813416,8.61606254547511,1.684714140700001,59.206185194
Mauritius,2010,0.03455017343416653,0.03976152954101675,7.765413106327154,-0.8982016419999994,113.16608739079203
Mauritius,2019,0.031310109010953546,0.03455017343416653,9.111477202994505,0.9042677669999989,125.3441906
Mexico,2010,-0.0020337225288276526,0.017584457450372782,9.02284010750695,1.1471070580000002,29.299449714306707
Mexico,2019,0.007885784761816339,-0.0020337225288276526,9.750895225013604,1.7935213204,39.915098772
Micronesia,2010,0.005723978348366287,0.013308057525860128,7.658440188297827,-0.10848830060000125,111.044593999029
Micronesia,2019,0.004551249659960632,0.005723978348366287,8.043170269062852,0.7723170910999997,99.87164548400001
Moldova,2010,0.05217471699811167,-0.10212954584533591,,0.8265199949999982,
Moldova,2019,0.041552243872920155,0.05217471699811167,9.674256404346783,-4.064918032399997,123.82907648
Mongolia,2010,0.04910425283416604,-0.013178514636378758,,2.2097212468999983,90.79328857164981
Mongolia,2019,0.05073800449141821,0.04910425283416604,8.800538764883045,-0.830882249199999,96.908241681
Montenegro,2010,0.02983435046433307,,,,
Montenegro,2019,0.023294992939652915,0.02983435046433307,,0.09488470740000139,
Morocco,2010,0.03462940276814645,0.014342671224808257,7.200608983537721,1.109833324400001,53.40577159898702
Morocco,2019,0.01955715200815842,0.03462940276814645,8.393591796991217,1.2933237244999993,49.586326897999996
Mozambique,2010,0.05420227657028924,0.02624580608523308,5.527711538856367,1.3507285909222233,
Mozambique,2019,0.0222229663654403,0.05420227657028924,6.30558669481337,3.827949731799998,51.71523842777778
Namibia,2010,0.030065082820206257,0.007620629266235213,8.172878206894419,0.30483742629999994,102.92560565734694
Namibia,2019,0.0018544960150530087,0.030065082820206257,8.89313046930722,-0.1352732298999996,93.136355728
Nauru,2010,-0.0247114469713555,-0.12254548444294358,10.453404340861018,,
Nauru,2019,0.04816714759837186,-0.0247114469713555,10.31305643562931,-0.10382365499999935,
Nepal,2010,0.027615402879305063,0.025813166216864136,5.811797002328326,-0.2278501759000008,31.85645377790296
Nepal,2019,0.04010372804796063,0.027615402879305063,7.500123045706502,-0.3548413454999995,49.744128088000004
Netherlands,2010,0.00936858766070614,0.026147325668328315,10.18631857263449,1.3958435413999992,103.88964039181678
Netherlands,2019,0.009792894093012983,0.00936858766070614,10.671934966224132,3.0810639490000016,107.108224256
New Zealand,2010,0.013998412611170075,0.015605921545438228,10.060438330415781,0.4102320950999996,56.064798568408804
New Zealand,2019,0.013766863244805805,0.013998412611170075,10.331870279352465,-0.5355137867999993,56.942052199
Nicaragua,2010,0.015587794094746244,0.01455177393296143,7.522941423587627,1.4892589612999998,55.44955944483285
Nicaragua,2019,0.01698548483018527,0.015587794094746244,8.347023631514245,2.7895762810999996,59.35831199100001
Niger,2010,0.011567276798359848,-0.017047068754396655,6.448635725917702,0.4322527569000002,48.66885453308237
Niger,2019,0.018776872445907245,0.011567276798359848,7.252655416578025,0.6573001237,32.528787402
North Macedonia,2010,0.033334209931957834,-0.007364848968390447,,1.2110556289,58.687030075188
North Macedonia,2019,0.026312106556788173,0.033334209931957834,9.465332773214634,3.0815145601000014,73.723852962
Norway,2010,0.007052710443933208,0.030647789053562136,10.602063673786278,0.1294426801,72.30176998157475
Norway,2019,0.005228555994229644,0.007052710443933208,10.952679947922043,-0.13298070910000206,69.33572755600001
Oman,2010,0.013546886400247793,0.01786259826364649,9.425987192061873,1.9853594367000014,86.20924269377463
Oman,2019,-0.022993395641554136,0.013546886400247793,10.468845465443145,0.8166308658999994,67.867867083
Pakistan,2010,0.01801309561215252,0.009871668393335397,6.5927376342518444,-0.8033602229999997,33.78698439128032
Pakistan,2019,0.02250289803047032,0.01801309561215252,8.070821593343178,0.10407523179999992,35.935264589999996
Palau,2010,0.006734003065906613,-0.014459337831912222,9.409194460873442,,
Palau,2019,0.01665728474740167,0.006734003065906613,9.789825079688262,0.918672638999999,
Panama,2010,0.04449175735357382,0.03505564890935364,8.573285118641003,-0.9317263459999993,108.36875749725573
Panama,2019,0.03773703392505841,0.04449175735357382,9.236367593092462,-2.3732746115,146.69902828
Papua New Guinea,2010,0.007312086427461573,0.0050126359239822445,7.638960773041389,2.2185227737000006,93.95660083304507
Papua New Guinea,2019,0.01838583703646233,0.007312086427461573,8.059639379929806,,99.10543134299999
Paraguay,2010,0.02421905454246378,0.0003618304002031891,8.18662067362697,-2.1052353031999997,55.85180258156043
Paraguay,2019,0.018461070553492043,0.02421905454246378,9.206581343472923,-0.6628589216000009,100.282352402
Peru,2010,0.045261410573458075,0.01939417293244592,8.242081438045808,1.4278291567,36.76317648190895
Peru,2019,0.02486724410407337,0.045261410573458075,8.751012207363031,0.43772896500000014,30.400557165
Philippines,2010,0.028013124043028626,0.0051061201389240194,7.532392662527966,2.0472917294,36.50547732485044
Philippines,2019,0.040999649003332375,0.028013124043028626,8.41282380753611,-1.6738100291999998,59.07781722
Poland,2010,0.037863030204520955,0.03702304391576448,,2.0427722438000004,
Poland,2019,0.034237297346148485,0.037863030204520955,9.458875891664732,2.3035965754000003,49.950481122
Portugal,2010,0.004552045937182036,0.02544708507296125,9.290308631722768,0.5154634494000007,59.74086525242442
Portugal,2019,0.009071397525000968,0.004552045937182036,10.210625575654571,1.391577307,60.26565205199999
Puerto Rico,2010,0.008918078155229558,0.03328380848019865,9.700707345648443,1.1208412611000014,102.91229836837459
Puerto Rico,2019,0.0021318217221491407,0.008918078155229558,10.19387151309862,-0.5967541330000017,101.675078679
Qatar,2010,0.03255510095005025,0.026373107694977627,10.919691383405786,0.6082061613666667,
Qatar,2019,-0.013134875795543444,0.03255510095005025,11.17863211824342,0.37035071709999984,85.17753902333332
Romania,2010,0.051674175392409795,-0.009395530028531596,,0.38167164410000043,42.9070987294556
Romania,2019,0.03795698976567703,0.051674175392409795,9.69995675693971,2.3699931342,54.099359695
Russian Federation,2010,0.049747644859110096,-0.03882899999315921,,0.01410047210000016,39.510642148249445
Russian Federation,2019,0.012107860918139757,0.049747644859110096,10.297001384467922,-0.8633619955,56.812058580999995
Rwanda,2010,0.055961580297062066,-0.009947124706758181,6.028002029130465,0.06424681709999973,30.006647320936903
Rwanda,2019,0.04049879213597869,0.055961580297062066,7.0237512289739605,1.4136941387,31.845991449000003
Samoa,2010,0.032614493894044826,0.015038794049257832,7.87960715086088,,
Samoa,2019,0.009013111070989944,0.032614493894044826,8.29177874181323,0.018022537074999435,
San Marino,2010,-0.011644246974723415,,,,
San Marino,2019,-0.013211024742441069,-0.011644246974723415,,,
Saudi Arabia,2010,-0.0018953980771575728,-0.015272926767354455,10.969822696799895,1.2876105690000004,76.9693371327577
Saudi Arabia,2019,0.01318037831085217,-0.0018953980771575728,11.085162191165564,-0.8159975419000005,66.019575051
Senegal,2010,0.009558944478950693,0.0056506366423314525,6.919848475428593,0.7364072125,51.953003943439825
Senegal,2019,0.01789694027912745,0.009558944478950693,7.980483488253449,0.4762397327000002,46.576451544
Serbia,2010,0.04740424566894763,,,3.4749975918000002,
Serbia,2019,0.018844061232426233,0.04740424566894763,,2.9197633818999997,27.187287517999998
Seychelles,2010,0.005079122081792242,0.028745001824232296,8.824007392081615,10.864477867499998,65.94371081161023
Seychelles,2019,0.04587719714253478,0.005079122081792242,9.647229696051891,2.0431100180000015,67.442856555
Sierra Leone,2010,0.02162098895370681,-0.031072671197500235,7.060586087617237,-1.3265307258,44.41519522205978
Sierra Leone,2019,0.014818574336727864,0.02162098895370681,7.90233919651599,0.6482913649000004,49.343214573
Singapore,2010,0.03345446988859031,0.040492157682149,9.543513613666573,6.157827093000009,345.9367835841851
